ass_ln,stn_no,dt,shift,tgt_prod,act_prod,eff_perc,def_unit,min_threshold,max_cap,stock_avl,downtime_hrs,stn_status,shortages,part_name
Line B,2,4/2/2025,Night,113,0,0,0,49,208,0,5.4,Shortage Pause,108,Brake Disc
Line B,3,4/2/2025,Morning,65,72,110.8,0,36,157,132,0,Active,0,Shock Absorber
Line C,1,4/2/2025,Morning,141,136,96.5,2,28,185,156,0.2,Active,0,Timing Belt
Line C,2,4/2/2025,Night,85,82,96.5,1,20,199,109,0,Active,0,Battery
Line C,3,4/2/2025,Night,114,86,75.4,3,47,176,86,0.9,Shortage Pause,23,Headlight Bulb
Line D,1,4/2/2025,Night,101,108,106.9,2,47,161,121,0,Active,0,Windshield Wiper
Line D,2,4/2/2025,Morning,74,36,48.6,2,42,189,36,1.3,Shortage Pause,43,Engine Oil Filter
Line D,3,4/2/2025,Morning,85,85,100,1,36,171,85,0.1,Shortage Pause,2,Air Filter
Line A,1,4/3/2025,Morning,109,85,78,0,21,191,85,1,Shortage Pause,31,Engine Oil Filter
Line A,2,4/3/2025,Morning,128,99,77.3,3,25,167,136,0.4,Active,0,Air Filter
Line A,3,4/3/2025,Night,89,98,110.1,2,29,150,129,0,Active,0,Spark Plug Set
Line B,1,4/3/2025,Morning,116,108,93.1,2,40,232,172,0,Active,0,Brake Pad Set
Line B,2,4/3/2025,Night,106,100,94.3,0,49,208,142,0,Active,0,Brake Disc
Line B,3,4/3/2025,Morning,90,60,66.7,3,36,157,60,1,Shortage Pause,38,Shock Absorber
Line C,1,4/3/2025,Night,150,20,13.3,0,28,185,20,3.2,Shortage Pause,122,Timing Belt
Line C,2,4/3/2025,Morning,93,27,29,3,20,199,27,1.6,Shortage Pause,71,Battery
Line C,3,4/3/2025,Night,115,115,100,0,47,176,135,0,Active,0,Headlight Bulb
Line D,1,4/3/2025,Morning,109,85,78,1,47,161,85,1,Shortage Pause,31,Windshield Wiper
Line D,2,4/3/2025,Morning,7,0,0,0,42,189,101,0.7,Paused,0,Engine Oil Filter
Line D,3,4/3/2025,Morning,80,78,97.5,1,36,171,110,0,Active,0,Air Filter
